"seqnames" "start" "end" "width" "strand" "score" "id"
"640" "CP014314.1" 3253465 3253586 122 "-" 500 "CP014314.1-729202/1-1"
"641" "CP014314.1" 2937923 2938072 150 "+" 500 "CP014314.1-729200/1-1"
"642" "CP014314.1" 4373953 4374102 150 "-" 500 "CP014314.1-729198/1-1"
"643" "CP014314.1" 37950 38039 90 "-" 500 "CP014314.1-729196/1-1"
"644" "CP014314.1" 3056866 3057015 150 "-" 500 "CP014314.1-729194/1-1"
"645" "CP014314.1" 5192175 5192324 150 "-" 500 "CP014314.1-729192/1-1"
"646" "CP014314.1" 421715 421864 150 "-" 500 "CP014314.1-729190/1-1"
"647" "CP014314.1" 1637417 1637541 125 "-" 500 "CP014314.1-729188/1-1"
"648" "CP014314.1" 3021310 3021459 150 "+" 500 "CP014314.1-729186/1-1"
"649" "CP014314.1" 6824 6973 150 "-" 500 "CP014314.1-729184/1-1"
"650" "CP014314.1" 3728383 3728532 150 "+" 500 "CP014314.1-729182/1-1"
"651" "CP014314.1" 1823389 1823538 150 "+" 500 "CP014314.1-729180/1-1"
"652" "CP014314.1" 4790353 4790502 150 "-" 500 "CP014314.1-729178/1-1"
"653" "CP014314.1" 2157638 2157781 144 "+" 500 "CP014314.1-729176/1-1"
"654" "CP014314.1" 2694553 2694702 150 "+" 500 "CP014314.1-729174/1-1"
"655" "CP014314.1" 2955457 2955606 150 "-" 500 "CP014314.1-729172/1-1"
"656" "CP014314.1" 4957653 4957802 150 "+" 500 "CP014314.1-729170/1-1"
"657" "CP014314.1" 2290296 2290445 150 "+" 500 "CP014314.1-729168/1-1"
"658" "CP014314.1" 2794294 2794443 150 "+" 500 "CP014314.1-729166/1-1"
"659" "CP014314.1" 3471464 3471606 143 "-" 500 "CP014314.1-729164/1-1"
"660" "CP014314.1" 4004262 4004411 150 "+" 500 "CP014314.1-729162/1-1"
"661" "CP014314.1" 1121630 1121779 150 "+" 500 "CP014314.1-729160/1-1"
"662" "CP014314.1" 3838521 3838670 150 "+" 500 "CP014314.1-729158/1-1"
"663" "CP014314.1" 2558636 2558785 150 "-" 500 "CP014314.1-729156/1-1"
"664" "CP014314.1" 2550740 2550889 150 "+" 500 "CP014314.1-729154/1-1"
"665" "CP014314.1" 3427818 3427967 150 "+" 500 "CP014314.1-729152/1-1"
"666" "CP014314.1" 61421 61570 150 "-" 500 "CP014314.1-729150/1-1"
"667" "CP014314.1" 1371580 1371729 150 "+" 500 "CP014314.1-729148/1-1"
"668" "CP014314.1" 2855685 2855800 116 "+" 500 "CP014314.1-729146/1-1"
"669" "CP014314.1" 2917531 2917680 150 "+" 500 "CP014314.1-729144/1-1"
"670" "CP014314.1" 5282855 5282971 117 "-" 500 "CP014314.1-729142/1-1"
"671" "CP014314.1" 261419 261568 150 "-" 500 "CP014314.1-729140/1-1"
"672" "CP014314.1" 3626337 3626486 150 "+" 500 "CP014314.1-729138/1-1"
"673" "CP014314.1" 4051192 4051341 150 "+" 500 "CP014314.1-729136/1-1"
"674" "CP014314.1" 259515 259664 150 "-" 500 "CP014314.1-729134/1-1"
"675" "CP014314.1" 2419826 2419975 150 "+" 500 "CP014314.1-729132/1-1"
"676" "CP014314.1" 3934981 3935130 150 "-" 500 "CP014314.1-729130/1-1"
"677" "CP014314.1" 1893807 1893956 150 "-" 500 "CP014314.1-729128/1-1"
"678" "CP014314.1" 3091844 3091993 150 "+" 500 "CP014314.1-729126/1-1"
"679" "CP014314.1" 5236704 5236853 150 "-" 500 "CP014314.1-729124/1-1"
"680" "CP014314.1" 1550617 1550766 150 "+" 500 "CP014314.1-729122/1-1"
"681" "CP014314.1" 5276156 5276305 150 "-" 500 "CP014314.1-729120/1-1"
"682" "CP014314.1" 911296 911445 150 "+" 500 "CP014314.1-729118/1-1"
"683" "CP014314.1" 469639 469788 150 "-" 500 "CP014314.1-729116/1-1"
"684" "CP014314.1" 4100575 4100724 150 "+" 500 "CP014314.1-729114/1-1"
"685" "CP014314.1" 3177306 3177455 150 "+" 500 "CP014314.1-729112/1-1"
"686" "CP014314.1" 1896079 1896228 150 "+" 500 "CP014314.1-729110/1-1"
"687" "CP014314.1" 1718470 1718619 150 "+" 500 "CP014314.1-729108/1-1"
"688" "CP014314.1" 5129626 5129775 150 "+" 500 "CP014314.1-729106/1-1"
"689" "CP014314.1" 2309264 2309413 150 "-" 500 "CP014314.1-729104/1-1"
"690" "CP014314.1" 3741149 3741298 150 "+" 500 "CP014314.1-729102/1-1"
"691" "CP014314.1" 1136383 1136532 150 "+" 500 "CP014314.1-729100/1-1"
"692" "CP014314.1" 2834580 2834729 150 "+" 500 "CP014314.1-729098/1-1"
"693" "CP014314.1" 1922419 1922545 127 "+" 500 "CP014314.1-729096/1-1"
"694" "CP014314.1" 5253166 5253315 150 "+" 500 "CP014314.1-729094/1-1"
"695" "CP014314.1" 2636367 2636493 127 "+" 500 "CP014314.1-729092/1-1"
"696" "CP014314.1" 4564266 4564415 150 "+" 500 "CP014314.1-729090/1-1"
"697" "CP014314.1" 5133206 5133355 150 "-" 500 "CP014314.1-729088/1-1"
"698" "CP014314.1" 767234 767383 150 "+" 500 "CP014314.1-729086/1-1"
"699" "CP014314.1" 4070397 4070546 150 "+" 500 "CP014314.1-729084/1-1"
"700" "CP014314.1" 1832168 1832257 90 "+" 500 "CP014314.1-729082/1-1"
"701" "CP014314.1" 729132 729281 150 "-" 500 "CP014314.1-729080/1-1"
"702" "CP014314.1" 1426257 1426406 150 "+" 500 "CP014314.1-729078/1-1"
"703" "CP014314.1" 4666300 4666449 150 "-" 500 "CP014314.1-729076/1-1"
"704" "CP014314.1" 3335514 3335663 150 "+" 500 "CP014314.1-729074/1-1"
"705" "CP014314.1" 3642447 3642596 150 "+" 500 "CP014314.1-729072/1-1"
"706" "CP014314.1" 3050198 3050347 150 "-" 500 "CP014314.1-729070/1-1"
"707" "CP014314.1" 4378970 4379119 150 "+" 500 "CP014314.1-729068/1-1"
"708" "CP014314.1" 4073797 4073946 150 "+" 500 "CP014314.1-729066/1-1"
"709" "CP014314.1" 521087 521224 138 "+" 500 "CP014314.1-729064/1-1"
"710" "CP014314.1" 3306565 3306714 150 "+" 500 "CP014314.1-729062/1-1"
"711" "CP014314.1" 3226129 3226278 150 "-" 500 "CP014314.1-729060/1-1"
"712" "CP014314.1" 1670039 1670188 150 "-" 500 "CP014314.1-729058/1-1"
"713" "CP014314.1" 3224205 3224339 135 "-" 500 "CP014314.1-729056/1-1"
"714" "CP014314.1" 1139127 1139276 150 "-" 500 "CP014314.1-729054/1-1"
"715" "CP014314.1" 4734598 4734747 150 "-" 500 "CP014314.1-729052/1-1"
"716" "CP014314.1" 2551487 2551636 150 "+" 500 "CP014314.1-729050/1-1"
"717" "CP014314.1" 5213957 5214106 150 "-" 500 "CP014314.1-729048/1-1"
"718" "CP014314.1" 3624686 3624819 134 "+" 500 "CP014314.1-729046/1-1"
"719" "CP014314.1" 2736954 2737103 150 "-" 500 "CP014314.1-729044/1-1"
"720" "CP014314.1" 4399874 4400023 150 "-" 500 "CP014314.1-729042/1-1"
"721" "CP014314.1" 1834321 1834462 142 "+" 500 "CP014314.1-729040/1-1"
"722" "CP014314.1" 198249 198398 150 "+" 500 "CP014314.1-729038/1-1"
"723" "CP014314.1" 3265384 3265533 150 "-" 500 "CP014314.1-729036/1-1"
"724" "CP014314.1" 2046696 2046845 150 "-" 500 "CP014314.1-729034/1-1"
"725" "CP014314.1" 801286 801435 150 "-" 500 "CP014314.1-729032/1-1"
"726" "CP014314.1" 2886342 2886491 150 "-" 500 "CP014314.1-729030/1-1"
"727" "CP014314.1" 1378887 1379036 150 "-" 500 "CP014314.1-729028/1-1"
"728" "CP014314.1" 586155 586304 150 "-" 500 "CP014314.1-729026/1-1"
"729" "CP014314.1" 3271342 3271491 150 "-" 500 "CP014314.1-729024/1-1"
"730" "CP014314.1" 2266648 2266797 150 "+" 500 "CP014314.1-729022/1-1"
"731" "CP014314.1" 1076241 1076390 150 "-" 500 "CP014314.1-729020/1-1"
"732" "CP014314.1" 305278 305427 150 "-" 500 "CP014314.1-729018/1-1"
"733" "CP014314.1" 3699500 3699649 150 "+" 500 "CP014314.1-729016/1-1"
"734" "CP014314.1" 2062548 2062697 150 "-" 500 "CP014314.1-729014/1-1"
"735" "CP014314.1" 1045950 1046090 141 "-" 500 "CP014314.1-729012/1-1"
"736" "CP014314.1" 5238880 5238994 115 "-" 500 "CP014314.1-729010/1-1"
"737" "CP014314.1" 2397963 2398112 150 "-" 500 "CP014314.1-729008/1-1"
"738" "CP014314.1" 895862 896011 150 "-" 500 "CP014314.1-729006/1-1"
"739" "CP014314.1" 2861770 2861919 150 "+" 500 "CP014314.1-729004/1-1"
"740" "CP014314.1" 443066 443215 150 "+" 500 "CP014314.1-729002/1-1"
"741" "CP014314.1" 2166281 2166430 150 "-" 500 "CP014314.1-729000/1-1"
"742" "CP014314.1" 5027079 5027227 149 "-" 500 "CP014314.1-728998/1-1"
"743" "CP014314.1" 3947530 3947679 150 "-" 500 "CP014314.1-728996/1-1"
"744" "CP014314.1" 2950981 2951130 150 "+" 500 "CP014314.1-728994/1-1"
"745" "CP014314.1" 4995046 4995167 122 "+" 500 "CP014314.1-728992/1-1"
"746" "CP014314.1" 4009258 4009407 150 "+" 500 "CP014314.1-728990/1-1"
"747" "CP014314.1" 4164715 4164864 150 "+" 500 "CP014314.1-728988/1-1"
"748" "CP014314.1" 4944963 4945112 150 "-" 500 "CP014314.1-728986/1-1"
"749" "CP014314.1" 4904714 4904863 150 "+" 500 "CP014314.1-728984/1-1"
"750" "CP014314.1" 1864602 1864751 150 "+" 500 "CP014314.1-728982/1-1"
"751" "CP014314.1" 1437345 1437494 150 "+" 500 "CP014314.1-728980/1-1"
"752" "CP014314.1" 495644 495793 150 "+" 500 "CP014314.1-728978/1-1"
"753" "CP014314.1" 3451440 3451589 150 "+" 500 "CP014314.1-728976/1-1"
"754" "CP014314.1" 3818432 3818581 150 "+" 500 "CP014314.1-728974/1-1"
"755" "CP014314.1" 2454619 2454768 150 "+" 500 "CP014314.1-728972/1-1"
"756" "CP014314.1" 5306894 5307043 150 "-" 500 "CP014314.1-728970/1-1"
"757" "CP014314.1" 547050 547192 143 "+" 500 "CP014314.1-728968/1-1"
"758" "CP014314.1" 2313850 2313999 150 "+" 500 "CP014314.1-728966/1-1"
"759" "CP014314.1" 2380651 2380774 124 "+" 500 "CP014314.1-728964/1-1"
"760" "CP014314.1" 3472836 3472985 150 "-" 500 "CP014314.1-728962/1-1"
"761" "CP014314.1" 701322 701471 150 "-" 500 "CP014314.1-728960/1-1"
"762" "CP014314.1" 3577283 3577432 150 "-" 500 "CP014314.1-728958/1-1"
"763" "CP014314.1" 384554 384703 150 "+" 500 "CP014314.1-728956/1-1"
"764" "CP014314.1" 2725228 2725377 150 "+" 500 "CP014314.1-728954/1-1"
"765" "CP014314.1" 2085871 2085986 116 "+" 500 "CP014314.1-728952/1-1"
"766" "CP014314.1" 4787449 4787598 150 "-" 500 "CP014314.1-728950/1-1"
"767" "CP014314.1" 5066050 5066199 150 "+" 500 "CP014314.1-728948/1-1"
"768" "CP014314.1" 5213011 5213160 150 "+" 500 "CP014314.1-728946/1-1"
"769" "CP014314.1" 2430406 2430555 150 "+" 500 "CP014314.1-728944/1-1"
"770" "CP014314.1" 420781 420930 150 "-" 500 "CP014314.1-728942/1-1"
"771" "CP014314.1" 4239169 4239318 150 "+" 500 "CP014314.1-728940/1-1"
"772" "CP014314.1" 4670330 4670479 150 "-" 500 "CP014314.1-728938/1-1"
"773" "CP014314.1" 266455 266604 150 "-" 500 "CP014314.1-728936/1-1"
"774" "CP014314.1" 2303496 2303645 150 "+" 500 "CP014314.1-728934/1-1"
"775" "CP014314.1" 3516676 3516825 150 "-" 500 "CP014314.1-728932/1-1"
"776" "CP014314.1" 1720638 1720787 150 "-" 500 "CP014314.1-728930/1-1"
"777" "CP014314.1" 4218265 4218398 134 "+" 500 "CP014314.1-728928/1-1"
"778" "CP014314.1" 3503252 3503401 150 "+" 500 "CP014314.1-728926/1-1"
"779" "CP014314.1" 3948611 3948760 150 "+" 500 "CP014314.1-728924/1-1"
"780" "CP014314.1" 4128673 4128822 150 "-" 500 "CP014314.1-728922/1-1"
"781" "CP014314.1" 613621 613770 150 "-" 500 "CP014314.1-728920/1-1"
"782" "CP014314.1" 3376205 3376354 150 "-" 500 "CP014314.1-728918/1-1"
"783" "CP014314.1" 2065627 2065776 150 "-" 500 "CP014314.1-728916/1-1"
"784" "CP014314.1" 2460710 2460859 150 "-" 500 "CP014314.1-728914/1-1"
"785" "CP014314.1" 1576496 1576645 150 "-" 500 "CP014314.1-728912/1-1"
"786" "CP014314.1" 4815715 4815863 149 "-" 500 "CP014314.1-728910/1-1"
"787" "CP014314.1" 4137606 4137755 150 "+" 500 "CP014314.1-728908/1-1"
"788" "CP014314.1" 3815991 3816140 150 "+" 500 "CP014314.1-728906/1-1"
"789" "CP014314.1" 927590 927739 150 "-" 500 "CP014314.1-728904/1-1"
"790" "CP014314.1" 65595 65744 150 "+" 500 "CP014314.1-728902/1-1"
"791" "CP014314.1" 703498 703647 150 "-" 500 "CP014314.1-728900/1-1"
"792" "CP014314.1" 745541 745690 150 "-" 500 "CP014314.1-728898/1-1"
"793" "CP014314.1" 4797207 4797356 150 "+" 500 "CP014314.1-728896/1-1"
"794" "CP014314.1" 817432 817581 150 "+" 500 "CP014314.1-728894/1-1"
"795" "CP014314.1" 4644489 4644638 150 "+" 500 "CP014314.1-728892/1-1"
"796" "CP014314.1" 3575587 3575736 150 "+" 500 "CP014314.1-728890/1-1"
"797" "CP014314.1" 2418359 2418508 150 "-" 500 "CP014314.1-728888/1-1"
"798" "CP014314.1" 1861573 1861722 150 "+" 500 "CP014314.1-728886/1-1"
"799" "CP014314.1" 928423 928572 150 "-" 500 "CP014314.1-728884/1-1"
"800" "CP014314.1" 1295738 1295887 150 "-" 500 "CP014314.1-728882/1-1"
"801" "CP014314.1" 4253736 4253885 150 "+" 500 "CP014314.1-728880/1-1"
"802" "CP014314.1" 1452377 1452526 150 "-" 500 "CP014314.1-728878/1-1"
"803" "CP014314.1" 1471759 1471902 144 "+" 500 "CP014314.1-728876/1-1"
"804" "CP014314.1" 2676602 2676698 97 "-" 500 "CP014314.1-728874/1-1"
"805" "CP014314.1" 109787 109936 150 "+" 500 "CP014314.1-728872/1-1"
"806" "CP014314.1" 1211832 1211980 149 "+" 500 "CP014314.1-728870/1-1"
"807" "CP014314.1" 3789745 3789872 128 "+" 500 "CP014314.1-728868/1-1"
"808" "CP014314.1" 1329757 1329906 150 "-" 500 "CP014314.1-728866/1-1"
"809" "CP014314.1" 1896754 1896903 150 "-" 500 "CP014314.1-728864/1-1"
"810" "CP014314.1" 4765465 4765579 115 "-" 500 "CP014314.1-728862/1-1"
"811" "CP014314.1" 878461 878610 150 "+" 500 "CP014314.1-728860/1-1"
"812" "CP014314.1" 700851 701000 150 "+" 500 "CP014314.1-728858/1-1"
"813" "CP014314.1" 3022772 3022910 139 "+" 500 "CP014314.1-728856/1-1"
"814" "CP014314.1" 2126162 2126311 150 "-" 500 "CP014314.1-728854/1-1"
"815" "CP014314.1" 1078706 1078855 150 "-" 500 "CP014314.1-728852/1-1"
"816" "CP014314.1" 3986816 3986965 150 "-" 500 "CP014314.1-728850/1-1"
"817" "CP014314.1" 1355298 1355447 150 "+" 500 "CP014314.1-728848/1-1"
"818" "CP014314.1" 1504571 1504720 150 "+" 500 "CP014314.1-728846/1-1"
"819" "CP014314.1" 1116003 1116152 150 "-" 500 "CP014314.1-728844/1-1"
"820" "CP014314.1" 1264188 1264337 150 "+" 500 "CP014314.1-728842/1-1"
"821" "CP014314.1" 2137645 2137791 147 "+" 500 "CP014314.1-728840/1-1"
"822" "CP014314.1" 1915315 1915464 150 "+" 500 "CP014314.1-728838/1-1"
"823" "CP014314.1" 4817157 4817294 138 "-" 500 "CP014314.1-728836/1-1"
"824" "CP014314.1" 3594283 3594432 150 "+" 500 "CP014314.1-728834/1-1"
"825" "CP014314.1" 654046 654195 150 "+" 500 "CP014314.1-728832/1-1"
"826" "CP014314.1" 38051 38200 150 "+" 500 "CP014314.1-728830/1-1"
"827" "CP014314.1" 4361010 4361159 150 "-" 500 "CP014314.1-728828/1-1"
"828" "CP014314.1" 3789541 3789690 150 "+" 500 "CP014314.1-728826/1-1"
"829" "CP014314.1" 4445521 4445670 150 "+" 500 "CP014314.1-728824/1-1"
"830" "CP014314.1" 553180 553329 150 "-" 500 "CP014314.1-728822/1-1"
"831" "CP014314.1" 879546 879695 150 "-" 500 "CP014314.1-728820/1-1"
"832" "CP014314.1" 2580599 2580748 150 "+" 500 "CP014314.1-728818/1-1"
"833" "CP014314.1" 2687180 2687329 150 "-" 500 "CP014314.1-728816/1-1"
"834" "CP014314.1" 1835674 1835808 135 "+" 500 "CP014314.1-728814/1-1"
"835" "CP014314.1" 3416168 3416317 150 "-" 500 "CP014314.1-728812/1-1"
"836" "CP014314.1" 3336639 3336756 118 "+" 500 "CP014314.1-728810/1-1"
"837" "CP014314.1" 3105671 3105820 150 "-" 500 "CP014314.1-728808/1-1"
"838" "CP014314.1" 360761 360910 150 "-" 500 "CP014314.1-728806/1-1"
"839" "CP014314.1" 1860389 1860538 150 "+" 500 "CP014314.1-728804/1-1"
"840" "CP014314.1" 3694776 3694925 150 "-" 500 "CP014314.1-728802/1-1"
"841" "CP014314.1" 1435301 1435450 150 "-" 500 "CP014314.1-728800/1-1"
"842" "CP014314.1" 3180640 3180789 150 "+" 500 "CP014314.1-728798/1-1"
"843" "CP014314.1" 1611448 1611597 150 "+" 500 "CP014314.1-728796/1-1"
"844" "CP014314.1" 3492759 3492908 150 "-" 500 "CP014314.1-728794/1-1"
"845" "CP014314.1" 5097645 5097794 150 "+" 500 "CP014314.1-728792/1-1"
"846" "CP014314.1" 348394 348543 150 "+" 500 "CP014314.1-728790/1-1"
"847" "CP014314.1" 153733 153879 147 "-" 500 "CP014314.1-728788/1-1"
"848" "CP014314.1" 1771207 1771356 150 "-" 500 "CP014314.1-728786/1-1"
"849" "CP014314.1" 1860500 1860649 150 "-" 500 "CP014314.1-728784/1-1"
"850" "CP014314.1" 5162295 5162444 150 "+" 500 "CP014314.1-728782/1-1"
"851" "CP014314.1" 3302971 3303100 130 "+" 500 "CP014314.1-728780/1-1"
"852" "CP014314.1" 362924 363073 150 "-" 500 "CP014314.1-728778/1-1"
"853" "CP014314.1" 4647760 4647870 111 "-" 500 "CP014314.1-728776/1-1"
"854" "CP014314.1" 1693217 1693366 150 "-" 500 "CP014314.1-728774/1-1"
"855" "CP014314.1" 3423692 3423841 150 "+" 500 "CP014314.1-728772/1-1"
"856" "CP014314.1" 5052129 5052278 150 "-" 500 "CP014314.1-728770/1-1"
"857" "CP014314.1" 4546533 4546682 150 "-" 500 "CP014314.1-728768/1-1"
"858" "CP014314.1" 3048562 3048711 150 "-" 500 "CP014314.1-728766/1-1"
"859" "CP014314.1" 4839741 4839890 150 "+" 500 "CP014314.1-728764/1-1"
"860" "CP014314.1" 867756 867905 150 "+" 500 "CP014314.1-728762/1-1"
"861" "CP014314.1" 1816630 1816779 150 "-" 500 "CP014314.1-728760/1-1"
"862" "CP014314.1" 387505 387654 150 "+" 500 "CP014314.1-728758/1-1"
"863" "CP014314.1" 3161203 3161352 150 "-" 500 "CP014314.1-728756/1-1"
"864" "CP014314.1" 3610866 3611015 150 "-" 500 "CP014314.1-728754/1-1"
"865" "CP014314.1" 1045597 1045746 150 "-" 500 "CP014314.1-728752/1-1"
"866" "CP014314.1" 1810943 1811057 115 "-" 500 "CP014314.1-728750/1-1"
"867" "CP014314.1" 2962634 2962783 150 "-" 500 "CP014314.1-728748/1-1"
"868" "CP014314.1" 4325270 4325419 150 "-" 500 "CP014314.1-728746/1-1"
"869" "CP014314.1" 902919 903068 150 "-" 500 "CP014314.1-728744/1-1"
"870" "CP014314.1" 2627074 2627165 92 "-" 500 "CP014314.1-728742/1-1"
"871" "CP014314.1" 3182790 3182939 150 "+" 500 "CP014314.1-728740/1-1"
"872" "CP014314.1" 4305849 4305998 150 "+" 500 "CP014314.1-728738/1-1"
"873" "CP014314.1" 2011539 2011688 150 "+" 500 "CP014314.1-728736/1-1"
"874" "CP014314.1" 2135394 2135543 150 "+" 500 "CP014314.1-728734/1-1"
"875" "CP014314.1" 2475405 2475554 150 "-" 500 "CP014314.1-728732/1-1"
"876" "CP014314.1" 3619312 3619461 150 "-" 500 "CP014314.1-728730/1-1"
"877" "CP014314.1" 2031712 2031861 150 "+" 500 "CP014314.1-728728/1-1"
"878" "CP014314.1" 227362 227511 150 "+" 500 "CP014314.1-728726/1-1"
"879" "CP014314.1" 1168563 1168712 150 "+" 500 "CP014314.1-728724/1-1"
"880" "CP014314.1" 519061 519210 150 "+" 500 "CP014314.1-728722/1-1"
"881" "CP014314.1" 4735163 4735312 150 "+" 500 "CP014314.1-728720/1-1"
"882" "CP014314.1" 4379555 4379704 150 "-" 500 "CP014314.1-728718/1-1"
"883" "CP014314.1" 441540 441689 150 "-" 500 "CP014314.1-728716/1-1"
"884" "CP014314.1" 4660532 4660673 142 "+" 500 "CP014314.1-728714/1-1"
"885" "CP014314.1" 4050766 4050914 149 "+" 500 "CP014314.1-728712/1-1"
"886" "CP014314.1" 610805 610943 139 "+" 500 "CP014314.1-728710/1-1"
"887" "CP014314.1" 4274305 4274454 150 "-" 500 "CP014314.1-728708/1-1"
"888" "CP014314.1" 1135528 1135677 150 "-" 500 "CP014314.1-728706/1-1"
"889" "CP014314.1" 3139614 3139763 150 "-" 500 "CP014314.1-728704/1-1"
"890" "CP014314.1" 4901857 4902006 150 "-" 500 "CP014314.1-728702/1-1"
"891" "CP014314.1" 5047602 5047751 150 "-" 500 "CP014314.1-728700/1-1"
"892" "CP014314.1" 1490393 1490542 150 "+" 500 "CP014314.1-728698/1-1"
"893" "CP014314.1" 4886436 4886585 150 "-" 500 "CP014314.1-728696/1-1"
"894" "CP014314.1" 4926148 4926297 150 "-" 500 "CP014314.1-728694/1-1"
"895" "CP014314.1" 3456101 3456250 150 "+" 500 "CP014314.1-728692/1-1"
"896" "CP014314.1" 2597128 2597277 150 "-" 500 "CP014314.1-728690/1-1"
"897" "CP014314.1" 5248210 5248359 150 "-" 500 "CP014314.1-728688/1-1"
"898" "CP014314.1" 3093093 3093242 150 "-" 500 "CP014314.1-728686/1-1"
"899" "CP014314.1" 3872039 3872188 150 "-" 500 "CP014314.1-728684/1-1"
"900" "CP014314.1" 755315 755464 150 "+" 500 "CP014314.1-728682/1-1"
"901" "CP014314.1" 5318364 5318513 150 "+" 500 "CP014314.1-728680/1-1"
"902" "CP014314.1" 4937490 4937639 150 "-" 500 "CP014314.1-728678/1-1"
"903" "CP014314.1" 3058722 3058871 150 "-" 500 "CP014314.1-728676/1-1"
"904" "CP014314.1" 4573173 4573322 150 "-" 500 "CP014314.1-728674/1-1"
"905" "CP014314.1" 4631295 4631444 150 "-" 500 "CP014314.1-728672/1-1"
"906" "CP014314.1" 4069420 4069559 140 "+" 500 "CP014314.1-728670/1-1"
"907" "CP014314.1" 1329300 1329449 150 "+" 500 "CP014314.1-728668/1-1"
"908" "CP014314.1" 1035527 1035676 150 "-" 500 "CP014314.1-728666/1-1"
"909" "CP014314.1" 3812206 3812355 150 "+" 500 "CP014314.1-728664/1-1"
"910" "CP014314.1" 4052732 4052838 107 "+" 500 "CP014314.1-728662/1-1"
"911" "CP014314.1" 3699533 3699682 150 "+" 500 "CP014314.1-728660/1-1"
"912" "CP014314.1" 4804637 4804786 150 "+" 500 "CP014314.1-728658/1-1"
"913" "CP014314.1" 951116 951265 150 "+" 500 "CP014314.1-728656/1-1"
"914" "CP014314.1" 2191744 2191893 150 "+" 500 "CP014314.1-728654/1-1"
"915" "CP014314.1" 3499906 3500019 114 "-" 500 "CP014314.1-728652/1-1"
"916" "CP014314.1" 682201 682350 150 "+" 500 "CP014314.1-728650/1-1"
"917" "CP014314.1" 5268090 5268239 150 "-" 500 "CP014314.1-728648/1-1"
"918" "CP014314.1" 5381884 5382033 150 "-" 500 "CP014314.1-728646/1-1"
"919" "CP014314.1" 4397476 4397625 150 "-" 500 "CP014314.1-728644/1-1"
"920" "CP014314.1" 4833135 4833284 150 "-" 500 "CP014314.1-728642/1-1"
"921" "CP014314.1" 1937106 1937255 150 "+" 500 "CP014314.1-728640/1-1"
"922" "CP014314.1" 5068713 5068862 150 "-" 500 "CP014314.1-728638/1-1"
"923" "CP014314.1" 2127861 2128010 150 "+" 500 "CP014314.1-728636/1-1"
"924" "CP014314.1" 5384145 5384294 150 "+" 500 "CP014314.1-728634/1-1"
"925" "CP014314.1" 4518197 4518346 150 "-" 500 "CP014314.1-728632/1-1"
"926" "CP014314.1" 184067 184200 134 "+" 500 "CP014314.1-728630/1-1"
"927" "CP014314.1" 3610254 3610403 150 "-" 500 "CP014314.1-728628/1-1"
"928" "CP014314.1" 1624092 1624241 150 "-" 500 "CP014314.1-728626/1-1"
"929" "CP014314.1" 1616333 1616482 150 "-" 500 "CP014314.1-728624/1-1"
"930" "CP014314.1" 3157771 3157920 150 "-" 500 "CP014314.1-728622/1-1"
"931" "CP014314.1" 3540614 3540763 150 "+" 500 "CP014314.1-728620/1-1"
"932" "CP014314.1" 3960576 3960725 150 "-" 500 "CP014314.1-728618/1-1"
"933" "CP014314.1" 4670023 4670172 150 "-" 500 "CP014314.1-728616/1-1"
"934" "CP014314.1" 4475082 4475231 150 "-" 500 "CP014314.1-728614/1-1"
"935" "CP014314.1" 4143820 4143969 150 "+" 500 "CP014314.1-728612/1-1"
"936" "CP014314.1" 2379392 2379541 150 "-" 500 "CP014314.1-728610/1-1"
"937" "CP014314.1" 2039673 2039822 150 "+" 500 "CP014314.1-728608/1-1"
"938" "CP014314.1" 3238520 3238669 150 "+" 500 "CP014314.1-728606/1-1"
"939" "CP014314.1" 5070502 5070651 150 "-" 500 "CP014314.1-728604/1-1"
"940" "CP014314.1" 3894482 3894631 150 "-" 500 "CP014314.1-728602/1-1"
"941" "CP014314.1" 3385061 3385210 150 "+" 500 "CP014314.1-728600/1-1"
"942" "CP014314.1" 2869009 2869155 147 "+" 500 "CP014314.1-728598/1-1"
"943" "CP014314.1" 3981458 3981607 150 "+" 500 "CP014314.1-728596/1-1"
"944" "CP014314.1" 2897113 2897262 150 "+" 500 "CP014314.1-728594/1-1"
"945" "CP014314.1" 337893 338042 150 "-" 500 "CP014314.1-728592/1-1"
"946" "CP014314.1" 3603658 3603807 150 "-" 500 "CP014314.1-728590/1-1"
"947" "CP014314.1" 2456843 2456992 150 "+" 500 "CP014314.1-728588/1-1"
"948" "CP014314.1" 3844417 3844566 150 "-" 500 "CP014314.1-728586/1-1"
"949" "CP014314.1" 2654147 2654296 150 "+" 500 "CP014314.1-728584/1-1"
"950" "CP014314.1" 1147323 1147472 150 "-" 500 "CP014314.1-728582/1-1"
"951" "CP014314.1" 371935 372084 150 "+" 500 "CP014314.1-728580/1-1"
"952" "CP014314.1" 5261161 5261310 150 "+" 500 "CP014314.1-728578/1-1"
"953" "CP014314.1" 1507148 1507297 150 "+" 500 "CP014314.1-728576/1-1"
"954" "CP014314.1" 2439980 2440110 131 "+" 500 "CP014314.1-728574/1-1"
"955" "CP014314.1" 4862694 4862843 150 "+" 500 "CP014314.1-728572/1-1"
"956" "CP014314.1" 2697287 2697436 150 "-" 500 "CP014314.1-728570/1-1"
"957" "CP014314.1" 1862581 1862730 150 "+" 500 "CP014314.1-728568/1-1"
"958" "CP014314.1" 4144851 4145000 150 "-" 500 "CP014314.1-728566/1-1"
"959" "CP014314.1" 5388102 5388251 150 "-" 500 "CP014314.1-728564/1-1"
